name,address,postal
COSMOPOLITAN CLINIC,"25 LORONG TELOK, #01-01, Singapore 049037",049037
COUGH & CHEST SPECIALIST PTE LTD,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #17-02, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
COUNTRYSIDE CLINIC AND SURGERY,"106 YISHUN RING RD, #01-189, Singapore 760106",760106
COVE AESTHETIC CLINIC,"WHEELOCK PLACE 501 ORCHARD ROAD, #04-07, WHEELOCK PLACE Singapore 238880",238880
COVE ORTHOPAEDIC CLINIC,"MOUNT ELIZABETH HOSPITAL 3 MOUNT ELIZABETH, #11-13, MOUNT ELIZABETH HOSPITAL Singapore 228510",228510
COVENANT DENTAL SURGERY,"154 MEI LING ST, #01-46, Singapore 140154",140154
COVETTE LASER AESTHETICS CLINIC,"RB CAPITAL BUILDING 22 MALACCA STREET, #6-02, RB CAPITAL BUILDING Singapore 048980",048980
CRAWFURD MEDICAL,"SUNTEC CITY MALL 3 TEMASEK BOULEVARD, #02-482, SUNTEC CITY MALL Singapore 038983",038983
CRESCENT CLINIC & SURGERY,"1A EUNOS CRESCENT, #01-2473, Singapore 401001",401001
CREST DENTAL SURGERY,"724 WOODLANDS AVE 6, #01-502, Singapore 730724",730724
CREST FAMILY CLINIC PTE. LTD.,"724 WOODLANDS AVE 6, #01-502, Singapore 730724",730724
CROSS STREET MEDICAL CLINIC,"HONG LIM COMPLEX 531 UPPER CROSS STREET, #01-35, HONG LIM COMPLEX Singapore 050531",050531
CROSSROADS FAMILY CLINIC,"TAMPINES GREENRIDGES 601B TAMPINES AVENUE 9, #01-10, TAMPINES GREENRIDGES Singapore 522601",522601
CROWN DENTAL SURGERY,"821 TAMPINES ST 81, #01-212, Singapore 520821",520821
CRYSTAL DENTAL CARE,"262 SERANGOON CENTRAL DRIVE, #01-109, Singapore 550262",550262
CSK? EAST LASER AESTHETIC CLINIC,"TELEPARK 5 TAMPINES CENTRAL 6, #01-03, TELEPARK Singapore 529482",529482
CSK? AESTHETIC & WELLNESS CLINIC YISHUN,"NORTHPOINT CITY 1 NORTHPOINT DRIVE, #01-149, NORTHPOINT CITY Singapore 768019",768019
CSK? LASER AESTHETIC CLINIC (WEST),"Westgate Mall 3 Gateway Drive, #03-12, Westgate Mall Singapore 608532",608532
CSK? LASER AESTHETIC CLINIC KOVAN,"HEARTLAND MALL- KOVAN 205 HOUGANG STREET 21, #03-00, HEARTLAND MALL- KOVAN Singapore 530205",530205
CSK? NOVENA LASER AESTHETIC CLINIC,"SQUARE 2 10 SINARAN DRIVE, #10-25/26, SQUARE 2 Singapore 307506",307506
CSK? PREMIER AESTHETIC & SURGERY CENTRE,"Scotts Medical Centre at Pacific Plaza 9 Scotts Road, #07-04/05, Scotts Medical Centre at Pacific Plaza Singapore 228210",228210
CURAMED MEDICAL AND AESTHETIC CLINIC,"STARS OF KOVAN 988 UPPER SERANGOON ROAD, #01-06, STARS OF KOVAN Singapore 534733",534733
CURIE GENETICS BY CURIE ONCOLOGY,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #10-37, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
CURIE ONCOLOGY,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #08-29/30, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
CURIE ONCOLOGY (FARRER),"CONNEXION 1 FARRER PARK STATION ROAD, #10-05/06/07, CONNEXION Singapore 217562",217562
CUSTODIA DENTAL CLINIC,"291 YISHUN STREET 22, #01-349, Singapore 760291",760291
CUTIS MEDICAL LASER CLINICS,"SCOTTS MEDICAL CENTER , PACIFIC PLAZA 9 SCOTTS ROAD, #08-06/07, SCOTTS MEDICAL CENTER , PACIFIC PLAZA Singapore 228210",228210
CYNTHIA KEW CLINIC FOR WOMEN & LAPAROSCOPIC SURGERY,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #07-36, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
D' SKIN SPECIALIST LAB PTE LTD,"NOVENA SQUARE 238 THOMSON ROAD, #03-22, NOVENA SQUARE Singapore 307683",307683
DA CLINIC @ ANCHORVALE,"351 ANCHORVALE ROAD, #01-01, Singapore 540351",540351
DA CLINIC @ ANSON,"INTERNATIONAL PLAZA 10 ANSON ROAD, #01-12, INTERNATIONAL PLAZA Singapore 079903",079903
DA CLINIC @ BISHAN,"501 BISHAN STREET 11, #01-374, Singapore 570501",570501
DA CLINIC @ BUKIT BATOK,"451 BUKIT BATOK WEST AVENUE 6, #01-02, Singapore 650451",650451
DA CLINIC @ POTONG PASIR,"THE POIZ CENTRE 51 UPPER SERANGOON ROAD, #01-53, THE POIZ CENTRE Singapore 347697",347697
DA CLINIC @ TAMAN JURONG,"140 Corporation Drive, #01-03, Singapore 610410",610410
DAILY MEDICAL CENTRE,"159 HOUGANG STREET 11, #01-17, Singapore 530159",530159
DAN HEALTHCARE PTE. LTD.,212 GEYLANG RD Singapore 389272,389272
"DANIEL WAI DIABETES, THYROID AND HORMONE CLINIC PTE. LTD.","MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #03-04, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
DAVID LAU ENT CENTRE,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #07-16, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
DAVID LOH SURGERY,"Wheelock Place 501 Orchard Road, #05-16, Wheelock Place Singapore 238880",238880
DAVID TAN MEDICAL AESTHETICS,"NGEE ANN CITY TOWER B 391B ORCHARD ROAD, #09-04, NGEE ANN CITY TOWER B Singapore 238874",238874
DAVITA MEDICAL & DIALYSIS CENTRE (FARRER PARK),"CONNEXION 1 FARRER PARK STATION ROAD, #07-02/03/04, CONNEXION Singapore 217562",217562
DAVITA MEDICAL & DIALYSIS CENTRE (JURONG EAST),"VISION EXCHANGE 2 VENTURE DRIVE, #01-01/02/03/14, VISION EXCHANGE Singapore 608526",608526
DAVITA MEDICAL & DIALYSIS CENTRE (NOVENA),"ROYAL SQUARE AT NOVENA 101 IRRAWADDY ROAD, #15-08/09/10, ROYAL SQUARE AT NOVENA Singapore 329565",329565
DAWSON MEDICAL CLINIC,"85 DAWSON ROAD, #01-05, Singapore 141085",141085
DAWSON PLACE CLINIC,"Dawson Place 57 Dawson Road, #02-03, Dawson Place Singapore 142057",142057
DAYSPRING MEDICAL CLINIC (TAMPINES),"CENTURY SQUARE 2 TAMPINES CENTRAL 5, #04-09, CENTURY SQUARE Singapore 529509",529509
DB MEDICAL,"THE PARAGON 290 ORCHARD ROAD, #14-10, THE PARAGON Singapore 238859",238859
DE DENTAL PRACTICE,"Eastpoint Mall 3 Simei Street 6, #03-13, Eastpoint Mall Singapore 528833",528833
DE DENTAL PRACTICE TWO (PTE.) LTD,"CHANGI CITY POINT 5 CHANGI BUSINESS PARK CENTRAL 1, #02-17, CHANGI CITY POINT Singapore 486038",486038
DE PACIFIC DENTAL GROUP (AMK) PTE LTD,"721 ANG MO KIO AVE 8, #01-2809, Singapore 560721",560721
DE PACIFIC DENTAL GROUP (BALESTIER) PTE. LTD.,"ZHONGSHAN MALL 20 AH HOOD ROAD, #01-25, ZHONGSHAN MALL Singapore 329984",329984
DE PACIFIC DENTAL GROUP (JURONG WEST BRANCH),"965 JURONG WEST ST 93, #01-211, Singapore 640965",640965
DE PACIFIC DENTAL GROUP (PASIR RIS),"446 PASIR RIS DRIVE 6, #01-124, Singapore 510446",510446
DEDICARE MEDICAL PRACTICE & SURGERY @ HOUGANG,"419 HOUGANG AVENUE 8, #01-K1, Singapore 530419",530419
DELTA DENTAL SURGEONS,"APERIA 12 KALLANG AVENUE, #03-05, APERIA Singapore 339511",339511
DENNIS LIM SURGERY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #11-09, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
DENNIS TAN DENTAL SURGERY,"THE ARCADE 11 COLLYER QUAY, #03-28, THE ARCADE Singapore 049317",049317
DENTAL @ UNI,"SINGAPORE MANAGEMENT UNIVERSITY 70 STAMFORD ROAD, #B1-27, SINGAPORE MANAGEMENT UNIVERSITY Singapore 178901",178901
DENTAL CARE@FAJAR PTE LTD,"FAJAR SHOPPING CENTRE 445 FAJAR ROAD, #02-522, FAJAR SHOPPING CENTRE Singapore 670445",670445
DENTAL CLINIC,1 BUKIT TERESA ROAD Singapore 099757,099757
DENTAL CLINIC,MARIS STELLA HIGH SCHOOL 25 MOUNT VERNON ROAD MARIS STELLA HIGH SCHOOL Singapore 368051,368051
DENTAL CLINIC,Montfort Junior School 52 HOUGANG AVENUE 8 Montfort Junior School Singapore 538786,538786
DENTAL CLINIC,PUNGGOL PRIMARY SCHOOL 61 HOUGANG AVE 8 PUNGGOL PRIMARY SCHOOL Singapore 538787,538787
DENTAL CLINIC,TAMPINES NORTH PRIMARY SCHOOL 30 TAMPINES AVENUE 9 TAMPINES NORTH PRIMARY SCHOOL Singapore 529565,529565
DENTAL CLINIC,ELIAS PARK PRIMARY SCHOOL 11 PASIR RIS ST 52 ELIAS PARK PRIMARY SCHOOL Singapore 518866,518866
DENTAL CLINIC,ST. JOSEPH'S INSTITUTION JUNIOR 3 ESSEX ROAD ST. JOSEPH'S INSTITUTION JUNIOR Singapore 309331,309331
DENTAL CLINIC,MARYMOUNT CONVENT SCHOOL 20 MARYMOUNT ROAD MARYMOUNT CONVENT SCHOOL Singapore 297754,297754
DENTAL CLINIC,ANGLICAN HIGH SCHOOL 600 Upper Changi Road ANGLICAN HIGH SCHOOL Singapore 487012,487012
DENTAL CLINIC,"HONG WEN SCHOOL 30 TOWNER ROAD, HONG WEN SCHOOL Singapore 327829",327829
DENTAL CLINIC,VALOUR PRIMARY SCHOOL 49 PUNGGOL CENTRAL VALOUR PRIMARY SCHOOL Singapore 828728,828728
DENTAL DESIGNS CLINIC,120 TELOK AYER STREET Singapore 068589,068589
DENTAL DESIGNS CLINIC (RAFFLES PLACE),"THE HOUSE OF EDEN 4 ROBINSON ROAD, #03-01, THE HOUSE OF EDEN Singapore 048543",048543
DENTAL ESSENCE,TUDOR COURT 127/129 TANGLIN ROAD TUDOR COURT Singapore 247922,247922
DENTAL ESSENTIALS,"MARINA BAY LINK MALL 8A MARINA BOULEVARD, #B2-75, MARINA BAY LINK MALL Singapore 018984",018984
DENTAL FOCUS AMK 339 CLINIC,"339 ANG MO KIO AVENUE 1, #01-1589, Singapore 560339",560339
DENTAL FOCUS BENDEMEER CLINIC,"30 BENDEMEER ROAD, #01-883, Singapore 330030",330030
DENTAL FOCUS CHANGI CLINIC,58 CHANGI ROAD Singapore 419711,419711
DENTAL FOCUS CHINATOWN CLINIC,"CHINATOWN POINT 133 NEW BRIDGE ROAD, #03-17, CHINATOWN POINT Singapore 059413",059413
DENTAL FOCUS EUNOS CLINIC,"2A EUNOS CRESCENT, #01-2439, Singapore 401002",401002
DENTAL FOCUS HOUGANG GREEN CLINIC,"HOUGANG GREEN SHOPPING MALL 21 HOUGANG STREET 51, #01-34, HOUGANG GREEN SHOPPING MALL Singapore 538719",538719
DENTAL FOCUS JUNCTION 10 CLINIC,"TEN MILE JUNCTION 1 WOODLANDS ROAD, #01-05/06, TEN MILE JUNCTION Singapore 677899",677899
DENTAL FOCUS JURONG WEST CLINIC,"959 JURONG WEST STREET 92, #01-162, Singapore 640959",640959
DENTAL FOCUS KALLANG CLINIC,"BOON KENG VILLE 18 UPPER BOON KENG ROAD, #01-1131, BOON KENG VILLE Singapore 380018",380018
DENTAL FOCUS PEOPLE'S PARK CLINIC,"PEOPLE'S PARK CENTRE 101 UPPER CROSS STREET, #02-69, PEOPLE'S PARK CENTRE Singapore 058357",058357
DENTAL FOCUS PIONEER CLINIC,"PIONEER MALL 638 JURONG WEST STREET 61, #02-05, PIONEER MALL Singapore 640638",640638
DENTAL FOCUS YISHUN CLINIC,"YISHUN HEARTS 239 YISHUN RING ROAD, #01-1166, YISHUN HEARTS Singapore 760239",760239
DENTAL FORTE,"Royal Square at Novena 101 IRRAWADDY ROAD, #19-04/05, Royal Square at Novena Singapore 329565",329565
DENTAL ICON,"PARKWAY PARADE 80 MARINE PARADE ROAD, #05-03, PARKWAY PARADE Singapore 449269",449269
DENTAL ON THE BAY,"VIVOCITY 1 HARBOURFRONT WALK, #02-230, VIVOCITY Singapore 098585",098585
DENTAL ON THE BAY,"MARINA BAY SANDS 2 BAYFRONT AVENUE, #B1-60, MARINA BAY SANDS Singapore 018972",018972
DENTAL SUITES @ BEDOK,"88 BEDOK NORTH STREET 4, #01-155, Singapore 460088",460088
DENTAL SURGERY CENTRE,"204 BEDOK NORTH STREET 1, #01-427, Singapore 460204",460204
DENTAL WERKS @ FARRER,"8 EMPRESS ROAD, #01-29, Singapore 260008",260008
DENTAL WERKS @ SEMBAWANG,"355 SEMBAWANG WAY, #01-02, Singapore 750355",750355
DENTALCARE @ TANGLIN,"TANGLIN SHOPPING CENTRE 19 TANGLIN ROAD, #05-06/07, TANGLIN SHOPPING CENTRE Singapore 247909",247909
DENTALPLUS CLINIC,"78B Telok Blangah Street 32, #01-21, Singapore 102078",102078
DENTALSPECIALISTS@SCOTTS,"PACIFIC PLAZA 9 SCOTTS ROAD, #08-01, PACIFIC PLAZA Singapore 228210",228210
DENTALWORKS,"NOVENA MEDICAL CENTER 10 SINARAN DRIVE, #10-22, NOVENA MEDICAL CENTER Singapore 307506",307506
DENTALWORKZ STUDIO,"79D TOA PAYOH CENTRAL, #01-49, Singapore 314079",314079
DENTIJOY DENTAL SURGERY PTE LTD,"94 TOA PAYOH LORONG 4, #01-28, Singapore 310094",310094
DERMACARE AESTHETIC & LASER CLINIC,"ION ORCHARD 2 ORCHARD TURN, #05-05, ION ORCHARD Singapore 238801",238801
DERMATOLOGY & CO,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #09-07, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
DERMATOLOGY & SURGERY CLINIC,"PARAGON MEDICAL 290 ORCHARD ROAD, #17-01/02, PARAGON MEDICAL Singapore 238859",238859
DERMATOLOGY ASSOCIATES,"Gleneagles Medical Centre 6 Napier Road, #05-07, Gleneagles Medical Centre Singapore 258499",258499
DERMATOLOGY ASSOCIATES (CONNEXION),"CONNEXION 1 FARRER PARK STATION ROAD, #12-02, CONNEXION Singapore 217562",217562
DERMATOLOGY SPECIALISTS CLINIC,"THE PARAGON 290 ORCHARD ROAD, #15-09, THE PARAGON Singapore 238859",238859
DERMCLEAR AESTHETIC & LASER CLINIC,"ORCHARD BUILDING 1 GRANGE ROAD, #10-03, ORCHARD BUILDING Singapore 239693",239693
DERMSTETIQ CLINIC,"CAMDEN CENTRE 1 ORCHARD BOULEVARD, #11-09, CAMDEN CENTRE Singapore 248649",248649
DESMOND WAI LIVER & GASTROINTESTINAL DISEASES CENTRE,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #06-35, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
DHOBY DENTAL SURGERY,"ORCHARD PLAZA 150 ORCHARD ROAD, #02-09, ORCHARD PLAZA Singapore 238841",238841
DIABETES & ENDOCRINE CONSULTANTS PTE LTD,"Mount Alvernia Hospital Medical Centre D 820 Thomson Road, #06-63/64, Mount Alvernia Hospital Medical Centre D Singapore 574623",574623
DIGESTIVE & LIVER SURGERY,"GLENEAGLES HOSPITAL, ANNEXE BLOCK 6A NAPIER ROAD, #03-37C, GLENEAGLES HOSPITAL, ANNEXE BLOCK Singapore 258500",258500
DIGESTIVE & LIVER SURGERY (ORCHARD),"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #12-14, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
DIGESTIVE CENTRE,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #12-14, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
DOCTOR JAY MEDICAL CENTRE,115 KILLINEY RD Singapore 239553,239553
DOCTORS CLINIC & SURGERY,"305 Woodlands Street 31, #01-91, Singapore 730305",730305
DOCTORS EXPRESS MEDICAL CLINIC PTE LTD,"CLIFFORD CENTRE 24 RAFFLES PLACE, #01-17, CLIFFORD CENTRE Singapore 048621",048621
DOCTORS FOR LIFE MEDICAL,"NANKIN ROW 3 PICKERING STREET, #01-02, NANKIN ROW Singapore 048660",048660
DOCTORS INC MEDICAL GROUP,"178 TOA PAYOH CENTRAL, #01-206, Singapore 310178",310178
"DOCTORS KOO, LOH & ASSOCIATES (PTE) LTD","152 YUNG HO RD, #B1-03, Singapore 610152",610152
DOLLY WEE CLINIC & SURGERY FOR WOMEN,"Mount Elizabeth Medical Centre 3 Mount Elizabeth, #04-08, Mount Elizabeth Medical Centre Singapore 228510",228510
DORE MEDICAL CLINIC,"SINGAPORE BUSINESS FEDERATION CENTER 160 ROBINSON ROAD, #04-01, SINGAPORE BUSINESS FEDERATION CENTER Singapore 068914",068914
DOROTHY'S BABY & CHILD CLINIC,"BUKIT TIMAH PLAZA 1 JALAN ANAK BUKIT, #02-20, BUKIT TIMAH PLAZA Singapore 588996",588996
DOUGLAS ONG CLINIC FOR WOMEN,"BUKIT TIMAH PLAZA 1 JALAN ANAK BUKIT, #02-24D, BUKIT TIMAH PLAZA Singapore 588996",588996
DOUGLAS ONG CLINIC FOR WOMEN-FETAL MEDICINE & UROGYNAECOLOGY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #03-06/07, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
DOVER CLINIC AND SURGERY PTE LTD,"MULTI STOREY CAR PARK 28 DOVER CRESCENT, #01-89, MULTI STOREY CAR PARK Singapore 130028",130028
DOVER MEDICAL CENTRE,"CONNEXIS 1 FUSIONOPOLIS WAY, #03-05, CONNEXIS Singapore 138632",138632
DP DENTAL,"HEARTLAND MALL-KOVAN 205 HOUGANG STREET 21, #03-06/07/08/09, HEARTLAND MALL-KOVAN Singapore 530205",530205
DR ADRIAN WANG PSYCHIATRIC AND COUNSELLING CARE,"Gleneagles Medical Centre 6 Napier Road, #10-05, Gleneagles Medical Centre Singapore 258499",258499
DR ALICIA EYE SPECIALIST,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #10-06, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
DR ANITA'S KIDS CLINIC,FRANKEL ESTATE 691 EAST COAST ROAD FRANKEL ESTATE Singapore 459057,459057
DR ART LEE PSYCH & COUNSELING CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #07-07, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
DR BC NG AESTHETICS,"1 Goldhill Plaza, #01-39/41/43, Singapore 308899",308899
DR BL LIM CENTRE FOR PSYCHOLOGICAL WELLNESS PTE LTD,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #09-09, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
DR CARE MEDICAL CLINIC,"TIONG BAHRU COURT 18 JALAN MEMBINA, #2-11, TIONG BAHRU COURT Singapore 164018",164018
DR CHAN CLINIC PTE LTD,"212 Hougang Street 21, #01-327, Singapore 530212",530212
DR CHAN PENG MUN CLINIC & SURGERY,"CUPPAGE PLAZA 5 KOEK RD, #01-22/23/24, CUPPAGE PLAZA Singapore 228796",228796
DR CHEN AND PARTNERS MEDICAL CLINIC,"THOMSON V ONE 9 SIN MING ROAD, #B1-01, THOMSON V ONE Singapore 575630",575630
DR CHIA BOON HOCK CLINIC,"TANGLIN SHOPPING CENTRE 19 TANGLIN ROAD, #06-47, TANGLIN SHOPPING CENTRE Singapore 247909",247909
DR CHIO AESTHETIC AND LASER CENTRE PTE LTD,"158 Bedok South Ave 3, #01-581, Singapore 460158",460158
DR CHOOK SPORTS & LIFESTYLE MEDICAL CENTRE,"ORCHARD BUILDING 1 GRANGE ROAD, #10-02/04/06 & 09, ORCHARD BUILDING Singapore 239693",239693
DR CHUA & LEE FAMILY CLINIC,"213 BISHAN STREET 23, #B1-235, Singapore 570213",570213
DR CHUA AI LIAN ORTHODONTIC CLINIC,"PARAGON 290 ORCHARD RD, #11-06, PARAGON Singapore 238859",238859
DR CHUA'S FAMILY CLINIC PTE. LTD.,"PIONEER MALL 638 JURONG WEST STREET 61, #02-04, PIONEER MALL Singapore 640638",640638
DR CINDY'S MEDICAL AESTHETICS,"JURONG POINT 1 JURONG WEST CENTRAL 2, #03-05, JURONG POINT Singapore 648886",648886
DR D AESTHETICS MEDICAL CLINIC,"LIAT TOWERS 541 ORCHARD ROAD, #20-01, LIAT TOWERS Singapore 238881",238881
DR D.Y.H. POON & ASSOCIATES MEDICAL ONCOLOGY CLINIC PTE. LTD.,"MT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #06-44/45/46, MT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
"DR DARYL TAN CLINIC FOR LYMPHOMA, MYELOMA AND BLOOD DISORDERS","MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #06-47, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
DR DEVAN PSYCHIATRY AND PSYCHOTHERAPY,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #04-25, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
DR FELIX LI MEDICAL AESTHETICS CLINIC,"MALACCA CENTRE 20 MALACCA STREET, #01-00, MALACCA CENTRE Singapore 048979",048979
DR GARY'S FAMILY CLINIC,"INDUS GARDEN 77 INDUS ROAD, #01-519, INDUS GARDEN Singapore 160077",160077
DR GHOWS & ASSOCIATES DENTAL SURGEONS,"LIAT TOWERS 541 ORCHARD ROAD, #14-04, LIAT TOWERS Singapore 238881",238881
DR GOH EYE NEURO-OPHTHALMIC & LOW VISION SPECIALIST,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #07-37, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
DR GOH SENG HENG & PARTNERS,"THE PARAGON 290 ORCHARD ROAD, #20-05/06, THE PARAGON Singapore 238859",238859
"DR GOH WILSON, DENTISTRY","MAPEX 37 JALAN PEMIMPIN, #03-15, MAPEX Singapore 577177",577177
DR HAACH AESTHETIC AND MEDICAL CLINIC,"NOVENA SPECIALIST CENTER 8 SINARAN DRIVE, #04-09, NOVENA SPECIALIST CENTER Singapore 307470",307470
DR HC LEONG DENTAL SURGEON,"Clarke Quay Central 8 EU TONG SEN STREET, #20-86, Clarke Quay Central Singapore 059818",059818
DR HELEN TAN. CLINIC,"225 JURONG EAST STREET 21, #01-801, Singapore 600225",600225
DR JANICE PAEDIATRIC CENTRE,"Royal Square@ Novena 101 IRRAWADDY ROAD, #14-07, Royal Square@ Novena Singapore 329565",329565
DR JEREMY CHAN MEDICAL CLINIC,"123 LORONG 1 TOA PAYOH, #01-493, Singapore 310123",310123
DR JJ CHEE OBSTETRICS & GYNAECOLOGY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #12-02, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
DR JON YONG AESTHETIC CLINIC,"Scotts Medical Center 9 SCOTTS ROAD, #10-05, Scotts Medical Center Singapore 228210",228210
"DR JONATHAN LEE HAND, WRIST & UPPER LIMB SURGERY (EAST)","PARKWAY EAST MEDICAL CENTRE 319 JOO CHIAT PLACE, #04-06, PARKWAY EAST MEDICAL CENTRE Singapore 427989",427989
DR JOYCE & PARTNERS FAMILY CLINIC,"MATILDA EDGE 224A SUMANG LANE, #01-01, MATILDA EDGE Singapore 821224",821224
DR JOYCE & PARTNERS FAMILY CLINIC (TOA PAYOH BRANCH),"177 TOA PAYOH CENTRAL, #01-146, Singapore 310177",310177
DR KEVIN CHUA MEDICAL & AESTHETICS,"INTERNATIONAL BUILDING 360 ORCHARD ROAD, #03-05, INTERNATIONAL BUILDING Singapore 238869",238869
DR L Y LAI & NEO CLINIC,"PEOPLE'S PARK COMPLEX 1 PARK ROAD, #04-27, PEOPLE'S PARK COMPLEX Singapore 059108",059108
DR LAM'S DENTAL SURGERY,473 Joo Chiat Road Singapore 427681,427681
DR LEO ADULT & PAEDIATRIC EYE SPECIALIST PTE LTD,"MT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #10-04, MT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
DR LEO AESTHETIC PLASTIC & RECONSTRUCTIVE SURGERY PTE LTD,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #06-10, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
DR LEROY MCCULLY AND ASSOCIATES PTE LTD,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #11-43/44/45/46, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
DR LIM LEAN HUAT & ASSOCIATES PTE LTD,"ROYAL SQUARE AT NOVENA 101 IRRAWADDY ROAD, #21-04 TO 05, ROYAL SQUARE AT NOVENA Singapore 329565",329565
DR LOH FUN CHEE & ASSOCIATES PTE LTD,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #06-15, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
DR M.C. TONG CARDIOTHORACIC SURGERY,"CONNEXION 1 FARRER PARK STATION ROAD, #07-14, CONNEXION Singapore 217562",217562
DR MARCO FARIA CORREA PLASTIC SURGERY PTE LTD,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #10-26/27, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
DR MATTHEW TAN DIABETES AND ENDOCRINE CARE,"CONNEXION 1 FARRER PARK STATION ROAD, #11-01, CONNEXION Singapore 217562",217562
DR NAH & LEE FAMILY CLINIC,"MULTI STOREY CAR PARK 780 WOODLANDS CRESCENT, #01-03, MULTI STOREY CAR PARK Singapore 730780",730780
DR NATASHA LIM EYE CENTRE,"ROYAL SQUARE @ NOVENA 101 IRRAWADDY ROAD, #19-01/02/03/07, ROYAL SQUARE @ NOVENA Singapore 329565",329565
DR PRIYA SEN SKIN AND LASER CENTRE,"SERENE CENTRE 10 JALAN SERENE, #02-03, SERENE CENTRE Singapore 258748",258748
DR R NAGULENDRAN,"TANGLIN SHOPPING CENTRE 19 TANGLIN RD, #06-19, TANGLIN SHOPPING CENTRE Singapore 247909",247909
DR RAVI LIVER LAPAROSCOPIC SURGERY AND TRANSPLANTATION CENTRE + SINGLE INCISION LAPAROSCOPIC SURGERY CENTRE,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #06-43, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
"DR RAVI'S CENTRE FOR HEPATOBILIARY & PANCREATIC SURGERY, LAPAROSCOPIC LIVER SURGERY, LAPAROSCOPIC PANCREATECTOMY AND LIVER TRANSPLANTATION.","GLENEAGLES HOSPITAL (ANNEXE BLOCK) 6A NAPIER ROAD, #02-35, GLENEAGLES HOSPITAL (ANNEXE BLOCK) Singapore 258500",258500
DR SEAH ROOT CANAL + IMPLANT SURGICAL CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #07-05, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
