name,address,postal
WATSON'S PERSONAL CARE STORES PTE LTD (JUNCTION 8),"9 BISHAN PLACE, #2-45/46, Singapore 579837",579837
WATSON'S PERSONAL CARE STORES PTE LTD (JURONG POINT),"1 JURONG WEST CENTRAL 2, #B1-Dec-13, Singapore 648886",648886
WATSON'S PERSONAL CARE STORES PTE LTD (MARINA BAY FINANCIAL CENTRE),"8A MARINA BOULEVARD, #B2-57/58/59, Singapore 018984",018984
WATSON'S PERSONAL CARE STORES PTE LTD (MARINA SQUARE),"6 RAFFLES BOULEVARD, #2-212, Singapore 039594",039594
WATSON'S PERSONAL CARE STORES PTE LTD (NEX),"23 SERANGOON CENTRAL, #2-57, Singapore 556083",556083
WATSON'S PERSONAL CARE STORES PTE LTD (NGEE ANN CITY),"391 ORCHARD RD, #B2-6-Sep, Singapore 238872",238872
WATSON'S PERSONAL CARE STORES PTE LTD (NORTH POINT),"1 NORTHPOINT DRIVE, #B1-161/162/163/164, Singapore 768019",768019
WATSON'S PERSONAL CARE STORES PTE LTD (NOVENA SQUARE),"238 THOMSON ROAD, #2-6/7/2009, Singapore 307683",307683
WATSON'S PERSONAL CARE STORES PTE LTD (ONE@KENTRIDGE),"1 LOWER KENT RIDGE ROAD, #1-33, Singapore 119082",119082
WATSON'S PERSONAL CARE STORES PTE LTD (PARAGON),"290 ORCHARD ROAD, #B1-32/33/37, Singapore 238859",238859
WATSON'S PERSONAL CARE STORES PTE LTD (PARKWAY PARADE),"80 MARINE PARADE ROAD, #B1-14/15/16, Singapore 449269",449269
WATSON'S PERSONAL CARE STORES PTE LTD (RAFFLES CITY),"252 NORTH BRIDGE ROAD, #B1-42, Singapore 179103",179103
WATSON'S PERSONAL CARE STORES PTE LTD (RESORT WORLD SENTOSA),"26 SENTOSA GATEWAY, #1-71, Singapore 098138",098138
WATSON'S PERSONAL CARE STORES PTE LTD (ROYAL SQUARE),"103 IRRAWADDY ROAD, #2-2-Apr, Singapore 329566",329566
WATSON'S PERSONAL CARE STORES PTE LTD (TAMPINES MALL),"4 TAMPINES CENTRAL 5, #B1-7/8/2009, Singapore 529510",529510
WATSON'S PERSONAL CARE STORES PTE LTD (TOA PAYOH HDB HUB),"190 LORONG 6 TOA PAYOH, #1-510, Singapore 310190",310190
WATSON'S PERSONAL CARE STORES PTE LTD (UNITED SQUARE),"101 THOMSON ROAD, #B1-53, Singapore 307591",307591
WATSON'S PERSONAL CARE STORES PTE LTD (VIVO CITY),"1 HARBOURFRONT WALK, #B2-15-17, Singapore 098585",098585
WATSON'S PERSONAL CARE STORES PTE LTD (WATERWAY POINT),"83 PUNGGOL CENTRAL, #B1-31 TO 32, Singapore 828761",828761
WATSON'S PERSONAL CARE STORES PTE LTD (WEST MALL),"1 BUKIT BATOK CENTRAL LINK, #2-26/27, Singapore 658713",658713
WATSON'S PERSONAL CARE STORES PTE LTD ION ORCHARD,"2 ORCHARD TURN, #B4-12, Singapore 238801",238801
WATSONS PERSONAL CARE STORES (TIONG BAHRU PLAZA),"302 TIONG BAHRU ROAD, #1-131 TO 132, Singapore 168732",168732
WELCIA-BHG BUGIS JUNCTION,"230 VICTORIA STREET, #1-18, Singapore 188024",188024
WELCIA-BHG NORTHPOINT CITY,"1 NORTHPOINT DRIVE, #B1-149, Singapore 768019",768019
WEST POINT HOSPITAL PHARMACY,"235 CORPORATION DR, #1-1, Singapore 619771",619771
WESTMEAD PHARMACY PTE LTD,"91 ALPS AVENUE, #3-10, Singapore 498787",498787
WOODS PHARMACY PTE LTD,"4 WOODLANDS STREET 12, #2-19, Singapore 738623",738623
